Product Code,Brand,Core Specification,Processor Specification,RAM,ROM,SSD
B52A9432,Realme,N/A,Snapdragon 8 Gen,4GB,64GB,N/A
4076AB85,Redmi,N/A,MediaTek Helio,8GB,512GB,N/A
AB13F229,Sony,Ryzen 3,Ryzen 3,6GB,512GB,1TB
5485BF76,Vivo,Ryzen 3,Ryzen 3,4GB,128GB,256GB
C8B6B51B,Redmi,N/A,Snapdragon 7s,12GB,512GB,N/A
69406D6C,Google,i7,i7,12GB,1TB,1TB
88EE21A5,Dell,N/A,Snapdragon 7 Gen,16GB,256GB,N/A
8CF609C1,HP,i9,i9,32GB,256GB,512GB
0D70073B,Toshiba,N/A,Snapdragon 8 Gen,8GB,512GB,N/A
3F5A2B15,Sony,Ryzen 3,Ryzen 3,6GB,1TB,512GB
43BB16DC,Dell,N/A,Apple A-Series,4GB,64GB,N/A
7B7A9D97,Acer,i7,i7,12GB,256GB,512GB
5E8D9922,Oppo,N/A,Snapdragon 7 Gen,8GB,64GB,N/A
B20A3DB4,Motorola,N/A,Snapdragon 8 Gen,8GB,64GB,N/A
F6DDEA50,Asus,N/A,Snapdragon 7s,16GB,128GB,N/A
8A844119,Realme,N/A,Snapdragon 8 Gen,8GB,64GB,N/A
9D691D8F,iQOO,N/A,Apple A-Series,6GB,512GB,N/A
343B52BC,HP,Ryzen 5,Ryzen 5,32GB,512GB,2TB
E763872F,Google,N/A,Apple A-Series,12GB,128GB,N/A
7BC7AEE0,Samsung,i7,i7,32GB,1TB,2TB
E17A8D01,Acer,N/A,Apple A-Series,16GB,128GB,N/A
403582D9,Toshiba,N/A,Samsung Exynos,6GB,1TB,N/A
D5FB4AB8,HP,i9,i9,6GB,128GB,256GB
626AF0C3,Asus,N/A,MediaTek Helio,16GB,1TB,N/A
D5DE767D,OnePlus,i9,i9,12GB,128GB,512GB
4ECCA6AB,iQOO,N/A,Snapdragon 8 Gen,6GB,1TB,N/A
6F8CA10B,Samsung,N/A,Snapdragon 7 Gen,4GB,512GB,N/A
D354B6F8,OnePlus,N/A,Snapdragon 7 Gen,8GB,64GB,N/A
CB6783B5,Motorola,i5,i5,4GB,256GB,256GB
B9F96D31,Toshiba,N/A,Snapdragon 8 Gen,16GB,128GB,N/A
9.00E+72,OnePlus,N/A,Snapdragon 8 Gen,4GB,1TB,N/A
B8A919B4,Apple,i3,i3,4GB,256GB,512GB
25804B16,Oppo,N/A,Snapdragon 7 Gen,6GB,128GB,N/A
DCC06C0C,Microsoft,i7,i7,12GB,1TB,512GB
7C554CC2,Acer,N/A,Samsung Exynos,6GB,64GB,N/A
0556B377,Toshiba,N/A,Apple A-Series,8GB,256GB,N/A
B52FB271,HP,N/A,Samsung Exynos,8GB,256GB,N/A
0AB08B1D,Dell,i9,i9,8GB,1TB,2TB
04467C13,Huawei,i7,i7,6GB,64GB,256GB
F1B5FC04,Apple,Ryzen 9,Ryzen 9,16GB,256GB,512GB
7FB360F7,Toshiba,i3,i3,8GB,512GB,512GB
D5B06704,Vivo,N/A,Snapdragon 7s,16GB,512GB,N/A
AF552E85,Nokia,N/A,Snapdragon 8 Gen,8GB,128GB,N/A
92AC9439,Vivo,N/A,Snapdragon 8 Gen,12GB,256GB,N/A
0C075AD2,Toshiba,i7,i7,32GB,256GB,1TB
11CA3181,Toshiba,N/A,Snapdragon 7 Gen,12GB,512GB,N/A
9512CD1E,Apple,i5,i5,32GB,64GB,256GB
B1353958,Oppo,Ryzen 7,Ryzen 7,16GB,512GB,2TB
C3281174,Motorola,N/A,Samsung Exynos,6GB,256GB,N/A
1BB2726A,iQOO,N/A,MediaTek Helio,6GB,1TB,N/A
101F9914,Redmi,N/A,Snapdragon 8 Gen,4GB,256GB,N/A
F2FBFAD1,Lenovo,Ryzen 5,Ryzen 5,8GB,256GB,1TB
9F3F93FD,Acer,Ryzen 5,Ryzen 5,4GB,512GB,256GB
471F6D06,Vivo,Ryzen 5,Ryzen 5,4GB,256GB,2TB
18B0870F,Nokia,N/A,MediaTek Helio,16GB,512GB,N/A
D87792D0,Microsoft,N/A,Apple A-Series,12GB,512GB,N/A
4.55E+13,iQOO,N/A,Snapdragon 7s,6GB,128GB,N/A
F63703E0,Sony,N/A,MediaTek Helio,16GB,128GB,N/A
E6DBB7EF,Nokia,N/A,Samsung Exynos,32GB,1TB,N/A
6FEB877D,Vivo,i7,i7,6GB,64GB,256GB
4784F60A,Realme,N/A,Samsung Exynos,4GB,128GB,N/A
AF12951B,Acer,Ryzen 3,Ryzen 3,12GB,64GB,256GB
601268FA,Vivo,N/A,Snapdragon 7 Gen,4GB,128GB,N/A
89BA63D4,OnePlus,Ryzen 7,Ryzen 7,16GB,512GB,512GB
8E1A27AB,iQOO,N/A,MediaTek Dimensity,8GB,128GB,N/A
4A5224D4,Realme,N/A,MediaTek Dimensity,4GB,512GB,N/A
1B8CFFE1,Microsoft,N/A,MediaTek Dimensity,12GB,1TB,N/A
D78F611D,Acer,N/A,Snapdragon 7 Gen,32GB,512GB,N/A
713C59A2,Google,N/A,MediaTek Helio,4GB,64GB,N/A
3E0BAAC7,Asus,N/A,Snapdragon 7 Gen,8GB,1TB,N/A
6CDA2367,Toshiba,Ryzen 5,Ryzen 5,12GB,512GB,2TB
8214BDC0,Nokia,N/A,Snapdragon 7 Gen,8GB,64GB,N/A
A402F1F4,Dell,Ryzen 3,Ryzen 3,6GB,128GB,256GB
2FD7C051,Google,i3,i3,4GB,128GB,1TB
AC635788,Huawei,Ryzen 9,Ryzen 9,32GB,1TB,1TB
05C69FEF,Acer,Ryzen 7,Ryzen 7,6GB,64GB,2TB
531BF836,Oppo,N/A,Apple A-Series,6GB,64GB,N/A
DF440CAC,Vivo,i9,i9,8GB,1TB,1TB
FC9E0423,Huawei,N/A,Snapdragon 7s,32GB,64GB,N/A
34156BD0,Google,N/A,Snapdragon 7 Gen,12GB,256GB,N/A
40ABFDC1,Lenovo,i9,i9,4GB,128GB,512GB
240A8850,Oppo,N/A,Samsung Exynos,6GB,256GB,N/A
78D61EB0,Microsoft,Ryzen 3,Ryzen 3,4GB,512GB,1TB
0EC93F9F,Realme,N/A,Snapdragon 7s,6GB,128GB,N/A
80F9FF4A,Dell,i9,i9,32GB,64GB,256GB
27F5D154,Dell,i5,i5,32GB,512GB,256GB
2C1DBD31,Motorola,N/A,Apple A-Series,6GB,128GB,N/A
22D452EE,Redmi,Ryzen 7,Ryzen 7,6GB,512GB,1TB
CDE07842,iQOO,N/A,Snapdragon 7s,32GB,512GB,N/A
7F516754,iQOO,N/A,MediaTek Helio,32GB,64GB,N/A
658F6CD6,Toshiba,i9,i9,4GB,256GB,512GB
9602A7D6,HP,i5,i5,32GB,1TB,256GB
C155973C,iQOO,i3,i3,4GB,64GB,256GB
47FFDA3C,Dell,i9,i9,8GB,256GB,1TB
C6986374,Motorola,i3,i3,16GB,1TB,256GB
F9BBE04C,iQOO,i7,i7,8GB,256GB,1TB
61EA8DBD,Samsung,N/A,MediaTek Helio,32GB,64GB,N/A
A5BD0576,Toshiba,N/A,Apple A-Series,16GB,512GB,N/A
77FF40ED,HP,N/A,Snapdragon 8 Gen,32GB,256GB,N/A
3467E26F,Sony,N/A,MediaTek Helio,32GB,1TB,N/A
9C342326,Microsoft,N/A,Apple A-Series,4GB,128GB,N/A
E072B841,Sony,Ryzen 5,Ryzen 5,4GB,128GB,2TB
3DBBA16F,Huawei,N/A,Samsung Exynos,8GB,1TB,N/A
4D498C86,Lenovo,Ryzen 5,Ryzen 5,6GB,512GB,512GB
31DF440B,Acer,N/A,MediaTek Dimensity,4GB,1TB,N/A
BCC9AEE9,Nokia,N/A,Samsung Exynos,8GB,256GB,N/A
FB34B3CB,Toshiba,N/A,MediaTek Helio,12GB,64GB,N/A
FA6D5699,Sony,Ryzen 5,Ryzen 5,6GB,128GB,2TB
EB364E81,Acer,i9,i9,16GB,512GB,512GB
497CEE3B,HP,N/A,Snapdragon 8 Gen,8GB,1TB,N/A
2782AB98,OnePlus,Ryzen 5,Ryzen 5,8GB,1TB,1TB
32D6B8FD,Redmi,N/A,Apple A-Series,16GB,64GB,N/A
0AACC445,Samsung,Ryzen 3,Ryzen 3,8GB,256GB,512GB
8F84BE00,Microsoft,Ryzen 3,Ryzen 3,32GB,512GB,256GB
8A14E467,Nokia,N/A,Snapdragon 7s,8GB,512GB,N/A
A9082402,Motorola,i5,i5,8GB,128GB,256GB
2956E4D1,Sony,Ryzen 9,Ryzen 9,12GB,256GB,2TB
8F9D09E7,Sony,N/A,Snapdragon 7 Gen,6GB,256GB,N/A
33B80D74,OnePlus,N/A,Snapdragon 7s,32GB,512GB,N/A
1F48C080,Acer,N/A,Snapdragon 8 Gen,32GB,1TB,N/A
71EAF357,Nokia,Ryzen 3,Ryzen 3,32GB,256GB,2TB
C1D75E17,Toshiba,Ryzen 7,Ryzen 7,4GB,512GB,2TB
D77349C8,Microsoft,N/A,MediaTek Dimensity,12GB,1TB,N/A
A90CF99F,HP,i5,i5,12GB,1TB,1TB
F1537F32,Nokia,i9,i9,8GB,1TB,2TB
082FCAE4,Motorola,Ryzen 5,Ryzen 5,8GB,128GB,2TB
ED632BB6,Motorola,N/A,MediaTek Dimensity,16GB,256GB,N/A
5ABAD107,Lenovo,N/A,MediaTek Dimensity,32GB,512GB,N/A
42A059CC,Nokia,i3,i3,8GB,64GB,256GB
7B6775F0,Samsung,N/A,Samsung Exynos,32GB,256GB,N/A
7CC2D7FD,Redmi,N/A,Snapdragon 7s,4GB,128GB,N/A
87134D1D,Dell,N/A,Apple A-Series,12GB,64GB,N/A
5F7F2337,Sony,N/A,Snapdragon 7 Gen,8GB,64GB,N/A
2594E9D7,Huawei,i9,i9,4GB,64GB,256GB
BC2A354C,Google,i7,i7,4GB,512GB,1TB
74D8A77C,Samsung,N/A,Snapdragon 7 Gen,6GB,256GB,N/A
8FC8EF62,Sony,N/A,Apple A-Series,4GB,512GB,N/A
D742A9F0,HP,N/A,MediaTek Helio,16GB,64GB,N/A
569069B6,OnePlus,i9,i9,12GB,64GB,1TB
AE5D122A,HP,N/A,Apple A-Series,12GB,1TB,N/A
BCF01FDA,Toshiba,Ryzen 9,Ryzen 9,16GB,512GB,512GB
62926C80,Huawei,i5,i5,32GB,512GB,512GB
1F389463,Lenovo,N/A,Apple A-Series,32GB,1TB,N/A
9D4D9D11,Microsoft,N/A,Snapdragon 7s,4GB,1TB,N/A
03871DB3,Vivo,N/A,Snapdragon 8 Gen,32GB,128GB,N/A
FB358C5E,Toshiba,N/A,Snapdragon 8 Gen,6GB,128GB,N/A
F5B5BC7E,Redmi,Ryzen 5,Ryzen 5,16GB,1TB,1TB
1908EE91,Apple,i3,i3,6GB,128GB,2TB
CD0BA70F,OnePlus,Ryzen 5,Ryzen 5,6GB,256GB,512GB
AB779F18,Huawei,Ryzen 3,Ryzen 3,6GB,512GB,1TB
B6AE24D2,OnePlus,N/A,Snapdragon 8 Gen,16GB,64GB,N/A
F8E62936,Microsoft,N/A,Samsung Exynos,6GB,512GB,N/A
49815D32,OnePlus,Ryzen 7,Ryzen 7,16GB,256GB,512GB
A3282413,Lenovo,Ryzen 3,Ryzen 3,8GB,256GB,1TB
FD1B352D,Google,Ryzen 3,Ryzen 3,12GB,128GB,2TB
23CCC22B,Google,N/A,MediaTek Dimensity,16GB,64GB,N/A
FACBDE27,Motorola,N/A,Snapdragon 7 Gen,6GB,128GB,N/A
62E33E6E,HP,N/A,Snapdragon 7 Gen,6GB,64GB,N/A
4488E7D3,Sony,N/A,Samsung Exynos,32GB,1TB,N/A
AA8FE7C3,iQOO,i5,i5,12GB,1TB,2TB
40EEF610,OnePlus,N/A,Snapdragon 8 Gen,32GB,1TB,N/A
B3635ADB,Redmi,N/A,MediaTek Helio,8GB,512GB,N/A
0D4D77A6,Oppo,N/A,MediaTek Dimensity,4GB,512GB,N/A
4E360A85,Toshiba,Ryzen 7,Ryzen 7,12GB,512GB,256GB
2BE4B46A,Lenovo,Ryzen 3,Ryzen 3,32GB,512GB,256GB
47E5FF93,Samsung,N/A,Snapdragon 7s,6GB,64GB,N/A
CEE4CB7C,Redmi,Ryzen 5,Ryzen 5,6GB,256GB,2TB
A408C9E7,Vivo,N/A,MediaTek Dimensity,32GB,512GB,N/A
36E5B1D7,OnePlus,N/A,Snapdragon 7s,32GB,1TB,N/A
74A8A7EE,Oppo,Ryzen 3,Ryzen 3,8GB,256GB,512GB
1FD6C3ED,Dell,Ryzen 9,Ryzen 9,12GB,512GB,512GB
35385D1C,Google,Ryzen 9,Ryzen 9,16GB,512GB,256GB
46ED7313,Oppo,N/A,Snapdragon 7s,16GB,512GB,N/A
6F5CC3AA,Redmi,N/A,Samsung Exynos,4GB,1TB,N/A
C1AF8F14,Sony,N/A,Apple A-Series,12GB,64GB,N/A
A9868086,Oppo,i9,i9,4GB,128GB,1TB
109B45EA,Samsung,Ryzen 9,Ryzen 9,4GB,1TB,512GB
4D2BDD3D,iQOO,N/A,Snapdragon 7s,16GB,256GB,N/A
4CBC7DDA,Nokia,Ryzen 5,Ryzen 5,32GB,64GB,2TB
52498FB8,Vivo,i5,i5,12GB,64GB,256GB
4F21597B,Oppo,i3,i3,16GB,64GB,2TB
5ECE6BD0,Microsoft,N/A,Snapdragon 7 Gen,6GB,256GB,N/A
68D52891,Google,N/A,Snapdragon 7s,4GB,256GB,N/A
3D21B025,Motorola,i7,i7,12GB,512GB,1TB
95FC9752,Nokia,i3,i3,12GB,128GB,512GB
5405753F,Oppo,Ryzen 7,Ryzen 7,4GB,1TB,256GB
3E71C509,Nokia,N/A,Snapdragon 8 Gen,16GB,512GB,N/A
082D79C0,Huawei,i5,i5,12GB,64GB,512GB
26DD87D4,Dell,i3,i3,4GB,512GB,512GB
05A8245A,Motorola,N/A,Apple A-Series,12GB,1TB,N/A
A102F8C9,Realme,Ryzen 9,Ryzen 9,8GB,512GB,2TB
9F1A6FA9,Oppo,N/A,MediaTek Dimensity,4GB,64GB,N/A
BA58C92C,Vivo,N/A,Snapdragon 8 Gen,4GB,128GB,N/A
D0DA68C2,Nokia,Ryzen 3,Ryzen 3,32GB,512GB,256GB
D2D18BC3,Lenovo,i5,i5,6GB,64GB,1TB
A79B02EB,Acer,N/A,MediaTek Helio,4GB,128GB,N/A
30D0F498,Realme,Ryzen 3,Ryzen 3,8GB,128GB,256GB
66481008,Redmi,N/A,MediaTek Helio,8GB,1TB,N/A
39D24E0A,Huawei,N/A,Apple A-Series,6GB,1TB,N/A
AF78AD92,Google,Ryzen 3,Ryzen 3,6GB,512GB,2TB
BFD7A5F3,Redmi,N/A,MediaTek Helio,4GB,512GB,N/A
83742AE6,Sony,N/A,MediaTek Helio,4GB,1TB,N/A
B48A8406,Nokia,i9,i9,4GB,128GB,2TB
0FB96E25,Nokia,i9,i9,12GB,1TB,512GB
078A971C,Dell,N/A,Snapdragon 7s,8GB,128GB,N/A
4197086A,Vivo,N/A,Snapdragon 7 Gen,32GB,256GB,N/A
A7BA406C,Google,Ryzen 9,Ryzen 9,32GB,64GB,2TB
2E9036C3,Oppo,Ryzen 7,Ryzen 7,16GB,128GB,256GB
B4263579,Lenovo,N/A,Apple A-Series,6GB,128GB,N/A
D9F1D0EA,iQOO,N/A,MediaTek Dimensity,32GB,256GB,N/A
68274DBF,Acer,N/A,MediaTek Dimensity,12GB,256GB,N/A
262CB40E,Sony,N/A,Snapdragon 7s,6GB,256GB,N/A
CD14D88E,Nokia,i9,i9,16GB,64GB,1TB
49C92657,Sony,i3,i3,4GB,64GB,2TB
DE95261D,Samsung,Ryzen 9,Ryzen 9,8GB,256GB,256GB
A55994E0,Asus,i3,i3,16GB,128GB,256GB
084B0151,Apple,Ryzen 3,Ryzen 3,12GB,128GB,512GB
5C30BCBF,Redmi,N/A,Snapdragon 8 Gen,8GB,1TB,N/A
6E9396A1,Google,N/A,Samsung Exynos,12GB,256GB,N/A
BAD48BC9,Sony,Ryzen 3,Ryzen 3,12GB,1TB,256GB
64288492,Apple,i9,i9,32GB,1TB,256GB
4647832,Apple,i3,i3,16GB,1TB,512GB
7D81A6AD,Samsung,Ryzen 7,Ryzen 7,4GB,256GB,256GB
AAB3FC37,Redmi,i5,i5,32GB,128GB,2TB
B19732EE,Redmi,i3,i3,12GB,256GB,2TB
FBC49262,Realme,N/A,Apple A-Series,6GB,1TB,N/A
6F5A61DF,OnePlus,N/A,Apple A-Series,16GB,1TB,N/A
9C3DD70E,Toshiba,N/A,Apple A-Series,12GB,64GB,N/A
C3339A44,Sony,i3,i3,32GB,64GB,1TB
200AF9DA,Dell,N/A,Snapdragon 8 Gen,12GB,64GB,N/A
E65C73A4,Microsoft,N/A,Snapdragon 8 Gen,16GB,64GB,N/A
E8C63FE4,Lenovo,N/A,MediaTek Helio,8GB,128GB,N/A
A123A079,Oppo,N/A,Samsung Exynos,16GB,512GB,N/A
38D74775,Microsoft,N/A,Apple A-Series,32GB,512GB,N/A
2AD834AA,Toshiba,Ryzen 3,Ryzen 3,4GB,1TB,512GB
D8CE5F5E,Huawei,N/A,MediaTek Helio,32GB,512GB,N/A
09D27FC1,Samsung,N/A,MediaTek Helio,8GB,1TB,N/A
C5BA4F9E,Samsung,Ryzen 7,Ryzen 7,4GB,1TB,1TB
FA68FE84,Dell,i5,i5,12GB,64GB,2TB
D81F429D,Acer,N/A,Snapdragon 7 Gen,12GB,1TB,N/A
76D159F7,OnePlus,N/A,Apple A-Series,4GB,512GB,N/A
EEBAEF5C,Realme,N/A,MediaTek Dimensity,32GB,512GB,N/A
FED282F0,Vivo,i7,i7,6GB,256GB,256GB
1AAEAED0,Samsung,N/A,Snapdragon 7 Gen,4GB,64GB,N/A
CD306EB6,Google,i7,i7,12GB,512GB,512GB
4A075187,Toshiba,N/A,Samsung Exynos,4GB,256GB,N/A
354E5745,Redmi,i7,i7,4GB,1TB,1TB
6DB13903,Acer,Ryzen 9,Ryzen 9,32GB,512GB,1TB
DB89C751,Toshiba,N/A,Apple A-Series,8GB,512GB,N/A
E1D24DD6,Google,N/A,Snapdragon 7 Gen,12GB,512GB,N/A
C4F9EDBE,Dell,Ryzen 7,Ryzen 7,4GB,1TB,2TB
C9EF714C,Toshiba,i9,i9,32GB,256GB,256GB
4D8190C5,Sony,i7,i7,16GB,64GB,1TB
0B345126,Acer,N/A,Snapdragon 8 Gen,12GB,512GB,N/A
A78A1F0D,Realme,i5,i5,16GB,512GB,512GB
7A278C78,HP,N/A,MediaTek Helio,4GB,1TB,N/A
530952B3,Toshiba,N/A,Snapdragon 7 Gen,12GB,64GB,N/A
5AC55EBB,Sony,Ryzen 3,Ryzen 3,16GB,256GB,1TB
D98FF631,HP,Ryzen 9,Ryzen 9,4GB,256GB,512GB
064F8A10,Toshiba,N/A,MediaTek Helio,4GB,1TB,N/A
0B88A398,Asus,N/A,Apple A-Series,12GB,256GB,N/A
EEF9DC45,Acer,N/A,Snapdragon 7 Gen,16GB,64GB,N/A
0A5AC1B5,Apple,i3,i3,6GB,64GB,2TB
7D0DAE15,Realme,Ryzen 3,Ryzen 3,32GB,64GB,512GB
95F35E29,Acer,N/A,Snapdragon 7s,16GB,512GB,N/A
1215610A,iQOO,N/A,Snapdragon 7 Gen,6GB,256GB,N/A
2F4D8FD1,Dell,i9,i9,16GB,64GB,2TB
5F385DF9,Asus,Ryzen 3,Ryzen 3,4GB,64GB,2TB
20B5565B,Motorola,i3,i3,8GB,1TB,512GB
FF6285B2,Vivo,Ryzen 5,Ryzen 5,6GB,512GB,256GB
8FD9ED48,Vivo,Ryzen 3,Ryzen 3,8GB,64GB,2TB
773614B5,Vivo,i3,i3,4GB,512GB,2TB
239080EF,Oppo,N/A,Snapdragon 7s,32GB,64GB,N/A
582B54AE,Redmi,N/A,Apple A-Series,16GB,1TB,N/A
3C77D66A,Dell,N/A,Snapdragon 8 Gen,8GB,128GB,N/A
ABDF1B00,Oppo,Ryzen 9,Ryzen 9,6GB,512GB,2TB
5ABE8FE2,Huawei,N/A,Samsung Exynos,4GB,512GB,N/A
EBEDC5EA,Apple,N/A,MediaTek Helio,6GB,1TB,N/A
9E7541C1,Sony,N/A,Snapdragon 8 Gen,6GB,512GB,N/A
9D5E874B,HP,N/A,Samsung Exynos,6GB,128GB,N/A
90706F64,Apple,i3,i3,32GB,128GB,256GB
51E7A708,Microsoft,i7,i7,12GB,128GB,512GB
81807856,OnePlus,i3,i3,16GB,256GB,256GB
8102F9A4,Samsung,i7,i7,4GB,1TB,2TB
E7F97C54,Redmi,N/A,MediaTek Dimensity,32GB,512GB,N/A
EB9F1E10,Google,N/A,Snapdragon 7 Gen,16GB,128GB,N/A
A19F9317,Motorola,i5,i5,4GB,512GB,1TB
8766D82A,Huawei,Ryzen 3,Ryzen 3,12GB,256GB,2TB
52587BEF,Huawei,i5,i5,12GB,64GB,2TB
AF1649C7,iQOO,N/A,MediaTek Dimensity,6GB,64GB,N/A
D6A80B3D,Apple,N/A,Snapdragon 8 Gen,12GB,64GB,N/A
4F0906B0,HP,Ryzen 5,Ryzen 5,4GB,1TB,512GB
1E799380,Sony,i7,i7,12GB,512GB,1TB
2CB30AD0,Oppo,N/A,MediaTek Helio,6GB,64GB,N/A
E045DBFF,Huawei,N/A,Apple A-Series,8GB,64GB,N/A
88F2E2C8,iQOO,N/A,Snapdragon 7s,32GB,1TB,N/A
79EBEAE5,Motorola,N/A,Snapdragon 7s,12GB,512GB,N/A
473E59BE,Motorola,N/A,MediaTek Helio,4GB,64GB,N/A
EAC2DCDE,Motorola,N/A,Snapdragon 7 Gen,4GB,1TB,N/A
7C5394DA,Realme,N/A,Samsung Exynos,12GB,64GB,N/A
11A1C071,Vivo,N/A,MediaTek Dimensity,32GB,512GB,N/A
3B8AD426,Oppo,N/A,Snapdragon 7s,16GB,128GB,N/A
848CF9B7,Vivo,N/A,Snapdragon 8 Gen,32GB,128GB,N/A
1EF2B9CD,Toshiba,N/A,Snapdragon 7 Gen,16GB,1TB,N/A
99FAB24C,Dell,N/A,Apple A-Series,8GB,1TB,N/A
71113D6D,iQOO,N/A,MediaTek Dimensity,4GB,64GB,N/A
F765F9CD,Samsung,N/A,MediaTek Helio,4GB,256GB,N/A
518ADCFB,Asus,N/A,Apple A-Series,6GB,256GB,N/A
8D12CA86,OnePlus,N/A,Snapdragon 8 Gen,32GB,1TB,N/A
15BF90B2,Apple,N/A,Snapdragon 7 Gen,12GB,128GB,N/A
3BAA4D8F,Realme,N/A,Snapdragon 8 Gen,12GB,512GB,N/A
E49B6AAF,Acer,Ryzen 7,Ryzen 7,4GB,512GB,2TB
B1871B85,Vivo,N/A,Apple A-Series,8GB,256GB,N/A
DB9BBD08,Asus,Ryzen 5,Ryzen 5,6GB,1TB,256GB
B7B88166,Nokia,N/A,Samsung Exynos,16GB,512GB,N/A
5B3ABC02,HP,Ryzen 7,Ryzen 7,8GB,64GB,512GB
903B86A4,Samsung,N/A,Snapdragon 7 Gen,4GB,64GB,N/A
21DA52C9,Vivo,Ryzen 5,Ryzen 5,4GB,64GB,512GB
BF724ED9,Acer,Ryzen 5,Ryzen 5,32GB,256GB,2TB
1ED23884,Nokia,N/A,MediaTek Helio,8GB,512GB,N/A
6A098836,Microsoft,Ryzen 7,Ryzen 7,32GB,256GB,512GB
B415600D,Toshiba,N/A,MediaTek Dimensity,6GB,256GB,N/A
A83BC36D,Oppo,N/A,Samsung Exynos,6GB,64GB,N/A
0DC0C8CD,Motorola,N/A,MediaTek Dimensity,8GB,128GB,N/A
E901DD47,iQOO,i3,i3,4GB,256GB,1TB
AF40CC0D,Samsung,Ryzen 7,Ryzen 7,32GB,1TB,1TB
239CF300,Microsoft,N/A,Apple A-Series,4GB,256GB,N/A
9864E873,Oppo,N/A,Apple A-Series,6GB,512GB,N/A
FB3F83FF,Lenovo,N/A,Snapdragon 8 Gen,12GB,512GB,N/A
4138DBC7,Huawei,i3,i3,6GB,64GB,1TB
22034F48,Realme,Ryzen 9,Ryzen 9,32GB,1TB,512GB
E7007572,Samsung,Ryzen 7,Ryzen 7,16GB,1TB,512GB
BDCD14AB,Sony,Ryzen 3,Ryzen 3,4GB,256GB,256GB
16EE0A74,Oppo,N/A,MediaTek Dimensity,12GB,1TB,N/A
F4FEA865,Vivo,Ryzen 9,Ryzen 9,16GB,128GB,2TB
86F6D3AE,Dell,i7,i7,8GB,128GB,2TB
792A6C3F,Motorola,Ryzen 5,Ryzen 5,16GB,128GB,2TB
3798F590,Dell,Ryzen 9,Ryzen 9,6GB,128GB,256GB
BE03B9BF,Dell,Ryzen 9,Ryzen 9,32GB,512GB,256GB
FFEB829A,Acer,i9,i9,6GB,1TB,512GB
9A1310BF,Toshiba,N/A,Samsung Exynos,32GB,64GB,N/A
F90E8400,Oppo,Ryzen 3,Ryzen 3,6GB,512GB,1TB
82210408,Lenovo,N/A,Snapdragon 7s,16GB,256GB,N/A
F2FFBBFB,Oppo,N/A,MediaTek Dimensity,32GB,512GB,N/A
34A44F1D,Dell,i3,i3,4GB,1TB,512GB
9ADFD3D0,Samsung,N/A,Apple A-Series,6GB,128GB,N/A
8DB6C2C3,Vivo,N/A,MediaTek Dimensity,4GB,1TB,N/A
C97CDD4D,Lenovo,N/A,Snapdragon 7s,8GB,512GB,N/A
625F6671,Vivo,N/A,MediaTek Dimensity,32GB,64GB,N/A
285CD140,OnePlus,i9,i9,4GB,1TB,512GB
8BB49D18,Motorola,i7,i7,16GB,128GB,2TB
81D523D0,Motorola,N/A,Samsung Exynos,12GB,64GB,N/A
9727BB07,Samsung,N/A,Snapdragon 7 Gen,32GB,1TB,N/A
5C83BADF,Apple,i5,i5,6GB,512GB,1TB
568786AE,Huawei,i9,i9,8GB,128GB,1TB
DD30DE78,Acer,i9,i9,8GB,64GB,512GB
39D446ED,Redmi,N/A,Snapdragon 8 Gen,4GB,64GB,N/A
68A9C15F,Microsoft,Ryzen 9,Ryzen 9,6GB,64GB,256GB
374297D7,HP,Ryzen 9,Ryzen 9,16GB,256GB,1TB
35607025,Redmi,Ryzen 3,Ryzen 3,4GB,64GB,256GB
BE3BAAFA,Huawei,Ryzen 3,Ryzen 3,32GB,1TB,256GB
84199035,iQOO,N/A,Snapdragon 7s,12GB,128GB,N/A
A1E68762,Redmi,i5,i5,4GB,128GB,512GB
D2745C37,Acer,i9,i9,4GB,512GB,2TB
91BD46BF,Oppo,i7,i7,4GB,1TB,512GB
4CD636B3,Lenovo,N/A,Snapdragon 7s,6GB,64GB,N/A
B12C391F,iQOO,i9,i9,8GB,64GB,256GB
6FD5DECC,Oppo,i5,i5,4GB,128GB,1TB
37DE7141,Asus,Ryzen 5,Ryzen 5,12GB,512GB,2TB
4F71EEEC,Nokia,Ryzen 7,Ryzen 7,12GB,64GB,256GB
178D91B8,OnePlus,Ryzen 7,Ryzen 7,8GB,64GB,512GB
2850BE95,Sony,Ryzen 5,Ryzen 5,4GB,256GB,1TB
B6B846AC,Google,N/A,MediaTek Dimensity,16GB,64GB,N/A
1B660A93,Realme,N/A,Samsung Exynos,6GB,512GB,N/A
16FFC38C,HP,N/A,MediaTek Dimensity,6GB,1TB,N/A
7A6BE04F,Nokia,N/A,MediaTek Dimensity,4GB,1TB,N/A
90A493DC,Huawei,N/A,Samsung Exynos,8GB,256GB,N/A
0C6057BA,Redmi,i5,i5,12GB,512GB,2TB
12C9D832,Microsoft,i3,i3,6GB,64GB,512GB
C88ED0AF,Apple,N/A,MediaTek Helio,32GB,1TB,N/A
E615598C,Dell,Ryzen 7,Ryzen 7,4GB,64GB,1TB
DC99954E,iQOO,N/A,Samsung Exynos,16GB,256GB,N/A
BB127904,Realme,N/A,Snapdragon 7 Gen,12GB,512GB,N/A
443C1973,Oppo,Ryzen 9,Ryzen 9,6GB,64GB,256GB
